MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
SC20,RL,3.6375861597263857,8.85,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1.791759469228055,7.59337419312129,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.490723534502507,Unf,0.0,5.389071729816501,6.776506992372183,GasA,TA,Y,SBrkr,6.828712071641684,0.0,0.0,6.828712071641684,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,Missing,Attchd,1984.0,Unf,1.0,264.0,TA,TA,Y,5.8944028342648505,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,Oct,2008,WD,Normal,173459.81
SC50,RM,3.962716119743664,8.28,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,2.19722457733622,7.563719668414366,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.150602768446279,Unf,0.0,5.860786223465865,6.70808408385307,GasA,TA,Y,SBrkr,6.70808408385307,6.008813185442595,0.0,7.110696122978827,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,Missing,Detchd,1926.0,Unf,1.0,210.0,TA,TA,N,0.0,0.0,4.762173934797756,0.0,0.0,0.0,None,None,None,0.0,Dec,2009,WD,Normal,250106.75
SC50,RL,4.007333185232471,8.95,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,1.9459101490553128,7.561121589530238,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.595780513961311,6.595780513961311,GasA,Ex,Y,SBrkr,6.710523109452428,6.261491684321042,0.0,7.203405521083095,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,2.079441541679836,Typ,0.6931471805599453,Gd,Detchd,1921.0,Unf,1.0,186.0,Fa,TA,Y,5.262690188904886,0.0,4.634728988229636,0.0,0.0,0.0,None,None,None,0.0,Jul,2009,WD,Normal,187613.28
SC20,RL,4.356708826689592,9.03,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1.791759469228055,7.578145472419466,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,7.025538314638521,0.0,0.0,7.025538314638521,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Min2,0.6931471805599453,Gd,None,1956.2,None,0.0,0.0,None,None,N,0.0,3.610917912644224,5.25227342804663,0.0,0.0,0.0,None,None,None,0.0,Apr,2006,WD,Normal,154077.9
SC60,RL,4.239886867512759,9.32,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,1.791759469228055,7.596392304064196,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,7.104144092987527,Unf,0.0,0.0,7.104144092987527,GasA,Ex,Y,SBrkr,7.1693500166706,7.104144092987527,0.0,7.83002808253384,0.0,0.0,2,0.6931471805599453,4,0.6931471805599453,TA,2.19722457733622,Typ,0.0,Missing,Attchd,1990.0,Fin,2.0,693.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,GdPrv,None,0.0,Apr,2006,WD,Normal,106215.69
SC120,RM,4.174387269895637,8.63,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,1.791759469228055,7.605392364814935,2008,Hip,CompShg,CemntBd,CmentBd,Stone,5.231108616854587,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.300472814267799,Unf,0.0,4.795790545596741,7.378383712996714,GasA,Ex,Y,SBrkr,7.410347097821024,0.0,0.0,7.410347097821024,0.6931471805599453,0.6931471805599453,2,0.0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.6931471805599453,Gd,Attchd,2008.0,Fin,2.0,482.0,TA,TA,Y,5.093750200806762,3.9889840465642745,0.0,5.0369526024136295,0.0,0.0,None,None,None,0.0,Nov,2008,New,Partial,194174.55
SC60,RL,5.081404364984463,9.66,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,1.791759469228055,7.599401333415815,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,7.64826303090192,Unf,0.0,5.707110264748875,7.781973234434385,GasA,Ex,Y,SBrkr,7.788211557847076,7.633369649679584,0.0,8.406708458240965,0.6931471805599453,0.0,3,0.6931471805599453,4,0.6931471805599453,Ex,2.3978952727983707,Typ,1.0986122886681098,TA,Attchd,1996.0,Fin,3.0,813.0,TA,TA,Y,5.147494476813453,4.3694478524670215,0.0,0.0,0.0,6.320768294250582,Ex,MnPrv,None,0.0,Jul,2007,WD,Abnorml,106454.195
SC30,RL,4.110873864173311,9.29,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1.9459101490553128,7.560601162768557,1950,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,6.71174039505618,Unf,0.0,5.703782474656201,7.02197642307216,GasA,Ex,Y,SBrkr,7.030857476116121,0.0,0.0,7.030857476116121,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.6931471805599453,Gd,Detchd,1970.0,Unf,2.0,720.0,TA,TA,Y,5.438079308923196,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Jun,2006,WD,Normal,129467.18
SC20,RL,3.9318256327243257,10.47,Grvl,None,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,1.6094379124341005,7.582738488914411,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.424950017481403,TA,TA,CBlock,TA,TA,Gd,Rec,7.05617528410041,Unf,0.0,6.025865973825314,7.360739903058278,GasA,Gd,Y,SBrkr,7.360739903058278,0.0,0.0,7.360739903058278,0.6931471805599453,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.791759469228055,Typ,1.0986122886681098,TA,2Types,1963.0,RFn,3.0,995.0,TA,TA,Y,0.0,5.575949103146316,0.0,0.0,5.575949103146316,0.0,None,None,None,0.0,May,2007,WD,Normal,105995.22
SC50,RL,4.110873864173311,9.18,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,2.079441541679836,7.562681246721884,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,5.973809611869261,Unf,0.0,5.973809611869261,6.665683717782408,GasA,Gd,Y,SBrkr,6.856461984594587,5.60947179518496,0.0,7.108244139731541,0.6931471805599453,0.0,1,0.0,4,0.6931471805599453,TA,2.079441541679836,Typ,0.0,Missing,Attchd,1965.0,Unf,1.0,392.0,TA,TA,Y,0.0,0.0,5.468060141135132,0.0,0.0,0.0,None,None,None,0.0,Mar,2006,WD,Normal,97452.01
SC190,RL,4.68213122712422,9.27,Pave,None,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,1.791759469228055,7.550135342488429,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,6.089044875446846,Unf,0.0,6.289715570908998,6.88653164253051,GasA,TA,Y,SBrkr,6.922643891475888,6.530877627725885,0.0,7.438383530044307,0.6931471805599453,0.0,2,0.0,3,1.0986122886681098,TA,2.079441541679836,Typ,0.0,Missing,CarPort,1920.0,Unf,2.0,420.0,Fa,Fa,Y,0.0,4.31748811353631,0.0,0.0,0.0,0.0,None,None,None,0.0,Aug,2009,WD,Abnorml,103244.49
SC20,RL,4.499809670330265,9.43,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,1.791759469228055,7.598399329323964,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,7.284134806195205,Unf,0.0,5.1298987149230735,7.393263094763838,GasA,Ex,Y,SBrkr,7.393263094763838,0.0,0.0,7.393263094763838,0.6931471805599453,0.0,2,0.0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.6931471805599453,Fa,Attchd,1994.0,RFn,3.0,757.0,TA,TA,Y,0.0,4.74493212836325,5.262690188904886,0.0,0.0,0.0,None,GdPrv,None,0.0,Jul,2006,WD,Normal,138363.67
SC60,RL,4.23410650459726,9.1,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1.791759469228055,7.602401335665818,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.564348191467836,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.723832440821209,6.723832440821209,GasA,Ex,Y,SBrkr,6.723832440821209,6.721425700790643,0.0,7.415175109613295,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.079441541679836,Typ,0.0,Missing,Attchd,2002.0,RFn,2.0,493.0,TA,TA,Y,4.976733742420574,4.23410650459726,0.0,0.0,0.0,0.0,None,None,None,0.0,Jul,2009,WD,Normal,144949.42
SC60,RL,4.110873864173311,8.92,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,1.791759469228055,7.600902459542082,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.902742737158593,6.902742737158593,GasA,Gd,Y,SBrkr,6.9363427358340495,6.655440350367647,0.0,7.498315870766981,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.079441541679836,Typ,0.6931471805599453,TA,Attchd,1999.0,Fin,2.0,442.0,TA,TA,Y,4.948759890378168,4.110873864173311,0.0,0.0,0.0,0.0,None,None,None,0.0,Jun,2010,WD,Normal,132704.47
SC190,RL,4.648229675448539,10.39,Pave,None,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,1.6094379124341005,7.581719640125308,1975,Gable,CompShg,MetalSd,MetalSd,Stone,5.010635294096256,TA,Gd,CBlock,TA,TA,Av,BLQ,7.05617528410041,Unf,0.0,4.51085950651685,7.1308988302963465,GasA,Ex,Y,SBrkr,7.392031567514591,0.0,0.0,7.392031567514591,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,2.079441541679836,Typ,0.6931471805599453,TA,2Types,1975.0,Fin,4.0,1356.0,TA,TA,Y,6.0867747269123065,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Mar,2007,WD,Normal,142876.17
SC160,FV,3.218875824868201,7.88,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,1.791759469228055,7.600902459542082,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,6.124683390894205,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.655440350367647,6.655440350367647,GasA,Ex,Y,SBrkr,6.639875833826536,6.519147287940395,0.0,7.273786317844895,0.0,0.0,2,0.6931471805599453,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,Missing,Detchd,1999.0,Unf,2.0,492.0,TA,TA,Y,5.332718793265369,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Nov,2007,WD,Normal,424570.78
SC50,RM,4.110873864173311,9.17,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,2.19722457733622,7.563200592358071,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0.0,6.555356891810665,6.555356891810665,GasA,Gd,Y,SBrkr,6.736966958001855,6.447305862541213,0.0,7.29505641646263,0.0,0.0,1,0.0,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,Missing,Detchd,1925.0,Unf,1.0,250.0,TA,Fa,P,0.0,0.0,4.442651256490317,0.0,0.0,0.0,None,GdWo,None,0.0,Jul,2007,WD,Normal,249099.81
SC120,RM,3.5145260669691587,8.41,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,1.791759469228055,7.600902459542082,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.054439346269371,TA,TA,PConc,Ex,TA,No,GLQ,6.784457062637643,Unf,0.0,5.834810737062605,7.110696122978827,GasA,Ex,Y,SBrkr,7.110696122978827,0.0,0.0,7.110696122978827,0.6931471805599453,0.0,2,0.0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.0,Missing,Attchd,1999.0,Fin,2.0,402.0,TA,TA,Y,0.0,5.720311776607412,0.0,0.0,0.0,0.0,None,None,None,0.0,Jun,2009,WD,Normal,258566.97
SC60,RL,4.394449154672439,9.14,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,2.079441541679836,7.585788821732034,1969,Gable,CompShg,HdBoard,HdBoard,Stone,4.969813299576001,TA,TA,CBlock,TA,TA,No,ALQ,5.918893854273146,Unf,0.0,5.680172609017068,6.498282149476434,GasA,TA,Y,SBrkr,6.498282149476434,6.536691597591305,0.0,7.210079628170788,0.0,0.0,1,0.6931471805599453,4,0.6931471805599453,TA,2.079441541679836,Typ,0.0,Missing,Attchd,1969.0,Fin,1.0,299.0,TA,TA,Y,5.940171252720432,3.610917912644224,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,Mar,2010,WD,Normal,394216.12
SC60,RL,3.951243718581428,8.99,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1.791759469228055,7.603897968521881,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.591673732008658,6.591673732008658,GasA,Ex,Y,SBrkr,6.591673732008658,6.591673732008658,0.0,7.284134806195205,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.19722457733622,Typ,0.0,Missing,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,4.61512051684126,3.218875824868201,0.0,0.0,0.0,0.0,None,None,None,0.0,Jul,2008,WD,Normal,308989.12
SC60,RL,4.07753744390572,9.55,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,1.791759469228055,7.604396348796338,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,6.779921907472252,6.779921907472252,GasA,Ex,Y,SBrkr,6.779921907472252,6.892641641172089,0.0,7.530479995245536,0.0,0.0,2,0.6931471805599453,4,0.6931471805599453,Gd,2.302585092994046,Typ,0.6931471805599453,Gd,BuiltIn,2006.0,Fin,3.0,660.0,TA,TA,Y,4.61512051684126,2.8903717578961645,0.0,0.0,0.0,0.0,None,None,None,0.0,Nov,2006,New,Partial,334702.44
SC75,RM,4.189654742026425,9.09,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,1.9459101490553128,7.558516743045645,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.704414354964107,6.704414354964107,GasA,Ex,Y,SBrkr,6.704414354964107,6.775366090936392,0.0,7.43307534889858,0.0,0.0,1,0.0,3,0.6931471805599453,TA,2.079441541679836,Typ,0.6931471805599453,Gd,Detchd,1916.0,Unf,1.0,225.0,TA,TA,Y,0.0,0.0,5.802118375377063,0.0,0.0,0.0,None,None,None,0.0,Jul,2006,ConLw,Normal,287271.78
SC20,RL,4.262679877041316,9.12,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1.791759469228055,7.601901959875166,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.10085190894405,7.10085190894405,GasA,Ex,Y,SBrkr,7.10085190894405,0.0,0.0,7.10085190894405,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,Missing,Attchd,2001.0,RFn,2.0,573.0,TA,TA,Y,5.877735781779639,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Jun,2009,WD,Normal,307686.0
SC20,RL,4.330733340286331,9.33,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,1.791759469228055,7.582738488914411,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,3.951243718581428,TA,TA,CBlock,TA,TA,No,Rec,6.306275286948016,Unf,0.0,6.22455842927536,6.958448393297656,GasA,Gd,Y,SBrkr,7.232010331664759,0.0,0.0,7.232010331664759,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.6931471805599453,Po,Attchd,1974.0,Unf,2.0,459.0,TA,TA,Y,0.0,4.418840607796598,0.0,0.0,0.0,0.0,None,None,None,0.0,Oct,2006,WD,Normal,341578.4
SC20,RL,4.276666119016055,9.14,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1.791759469228055,7.58629630715272,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.762729506931879,6.762729506931879,GasA,Gd,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,Missing,Attchd,1972.0,Unf,1.0,280.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,Shed,0.0,Jul,2006,Oth,Abnorml,354361.62
SC60,RL,4.394449154672439,9.25,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1.791759469228055,7.6004023345004,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,6.765038976780541,6.765038976780541,GasA,Ex,Y,SBrkr,6.765038976780541,6.81783057145415,0.0,7.484368643286131,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,Missing,Attchd,1998.0,RFn,2.0,546.0,TA,TA,Y,5.293304824724492,3.610917912644224,0.0,0.0,0.0,0.0,None,None,None,0.0,Mar,2009,WD,Normal,347433.5
SC50,RM,3.9318256327243257,8.7,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,2.19722457733622,7.563200592358071,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.785587645007929,6.785587645007929,GasA,Ex,Y,SBrkr,6.785587645007929,6.142037405587356,0.0,7.207118856207756,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.6931471805599453,Fa,Detchd,1960.0,Unf,1.0,216.0,TA,TA,N,0.0,0.0,5.342334251964811,0.0,0.0,0.0,None,None,None,0.0,May,2009,WD,Normal,283256.2
SC20,RL,4.330733340286331,9.19,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1.791759469228055,7.601402334583733,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.147494476813453,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.396948602621014,7.396948602621014,GasA,Ex,Y,SBrkr,7.396948602621014,0.0,0.0,7.396948602621014,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.6931471805599453,TA,Attchd,2000.0,Unf,2.0,451.0,TA,TA,Y,4.31748811353631,5.459585514144159,0.0,0.0,0.0,0.0,None,None,None,0.0,Oct,2009,WD,Normal,269110.72
SC20,RL,4.3694478524670215,9.22,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,1.9459101490553128,7.588829878307813,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.670766320845874,Unf,0.0,5.594711379601839,6.963189985870238,GasA,Ex,Y,SBrkr,6.980075940561763,0.0,0.0,6.980075940561763,0.6931471805599453,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.0,Missing,Attchd,1975.0,RFn,2.0,495.0,TA,TA,Y,0.0,4.48863636973214,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,Jul,2006,WD,Normal,321004.7
SC20,RL,4.51085950651685,9.59,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,2.079441541679836,7.596392304064196,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.459585514144159,Gd,TA,CBlock,Gd,TA,Mn,ALQ,6.186208623900494,BLQ,5.181783550292085,7.311218384419629,7.677400430514807,GasA,Gd,Y,SBrkr,7.69484807238461,0.0,0.0,7.69484807238461,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,2.079441541679836,Typ,0.6931471805599453,TA,Attchd,1990.0,RFn,3.0,701.0,TA,TA,Y,4.442651256490317,4.262679877041316,0.0,0.0,0.0,0.0,None,None,None,0.0,Jun,2009,WD,Normal,288073.5
SC20,RH,4.207673247529104,9.09,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,1.6094379124341005,7.584264818389059,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.963189985870238,Unf,0.0,0.0,6.963189985870238,GasA,TA,Y,SBrkr,6.963189985870238,0.0,0.0,6.963189985870238,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.0,Missing,Detchd,1966.0,Unf,1.0,384.0,TA,TA,Y,0.0,3.7612001156935615,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,Nov,2006,WD,Normal,162301.14
SC20,RL,4.262679877041316,9.12,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,1.791759469228055,7.602900462204755,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.795790545596741,Gd,TA,PConc,Gd,TA,Av,GLQ,5.831882477283517,Unf,0.0,7.202661196523238,7.428333194190806,GasA,Ex,Y,SBrkr,7.438971592395862,0.0,0.0,7.438971592395862,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Gd,2.079441541679836,Typ,0.0,Missing,Attchd,2003.0,RFn,2.0,544.0,TA,TA,Y,5.262690188904886,3.1780538303479458,0.0,0.0,0.0,0.0,None,None,None,0.0,May,2006,WD,Normal,176166.73
SC20,RL,4.262679877041316,8.96,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,2.079441541679836,7.582229194276461,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,6.22455842927536,BLQ,4.691347882229144,5.768320995793772,6.837332814685591,GasA,TA,Y,SBrkr,7.157735484249907,0.0,0.0,7.157735484249907,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.0,Missing,Detchd,1980.0,Unf,2.0,506.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Oct,2008,WD,Normal,178881.97
SC20,RL,4.454347296253507,9.23,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,1.791759469228055,7.604396348796338,2006,Hip,CompShg,VinylSd,VinylSd,Stone,6.042632833682381,Gd,TA,PConc,Ex,TA,Mn,GLQ,7.107425474110705,Unf,0.0,6.089044875446846,7.415175109613295,GasA,Ex,Y,SBrkr,7.415175109613295,0.0,0.0,7.415175109613295,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Gd,2.19722457733622,Typ,0.6931471805599453,Gd,Attchd,2006.0,RFn,2.0,500.0,TA,TA,Y,5.777652323222656,3.9318256327243257,0.0,0.0,0.0,0.0,None,None,None,0.0,May,2006,New,Partial,282327.53
SC60,RL,4.262679877041316,9.33,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1.791759469228055,7.597396320212795,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.962243464266207,6.962243464266207,GasA,Ex,Y,SBrkr,6.962243464266207,6.673297967767654,0.0,7.520776415062797,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.19722457733622,Typ,0.6931471805599453,TA,Attchd,1992.0,RFn,2.0,462.0,TA,TA,Y,6.455198563340122,4.653960350157523,0.0,0.0,0.0,0.0,None,GdPrv,Shed,5.993961427306569,May,2010,WD,Normal,184721.58
SC50,RL,5.030437921392435,9.4,Pave,None,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,2.079441541679836,7.595387278853972,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,6.059123195581797,Unf,0.0,4.890349128221754,6.327936783729195,GasA,Gd,Y,SBrkr,6.985641817639208,6.511745329644728,0.0,7.469083884921234,0.0,0.0,2,0.0,4,0.6931471805599453,TA,2.19722457733622,Typ,0.0,Missing,Basment,1988.0,RFn,2.0,492.0,TA,TA,Y,5.786897381366708,2.5649493574615367,0.0,0.0,0.0,0.0,None,None,None,0.0,Jun,2010,WD,Normal,189338.73
